Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Reason
1,18.58,10.29,1,1,Healthcare,Latino,0.415,0,0,0,0,ByBirth,80,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, ZipCode, Age."
1,27.75,1.29,1,1,Financials,Black,0.25,0,0,0,1,ByOtherMeans,140,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Citizen, ZipCode, Debt, Industry, Ethnicity, PriorDefault."
0,31.75,3.0,0,0,Research,Other,0.0,0,0,0,0,ByBirth,160,20,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, ZipCode, Age, PriorDefault."
0,24.83,4.5,1,1,Industrials,White,1.0,0,0,0,1,ByBirth,360,6,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, ZipCode."
1,19.0,1.75,0,0,Energy,White,2.335,0,0,0,1,ByBirth,112,6,0,"This application was denied due to Income, Employed, CreditScore, ZipCode, Debt, Industry, PriorDefault, Age."
0,16.33,0.21,1,1,ConsumerStaples,White,0.125,0,0,0,0,ByBirth,200,1,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, Debt, Industry, CreditScore, Age, PriorDefault."
0,18.58,10.0,1,1,Real Estate,White,0.415,0,0,0,0,ByBirth,80,42,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, ZipCode, Age."
1,16.25,0.0,0,0,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,60,0,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, Debt, PriorDefault."
1,23.0,0.75,1,1,CommunicationServices,White,0.5,1,0,0,1,ByOtherMeans,320,0,0,"This application was denied due to Employed, YearsEmployed, Industry, Debt, Citizen, CreditScore, ZipCode."
1,21.17,0.25,0,0,Energy,Black,0.25,0,0,0,0,ByBirth,280,204,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Debt, Ethnicity, Industry, PriorDefault, ZipCode."
1,17.5,22.0,0,1,Healthcare,Other,0.0,0,0,0,1,Temporary,450,100000,1,"This application was denied due to YearsEmployed, Employed, CreditScore, Citizen, PriorDefault, Age, ZipCode."
1,19.17,0.0,0,0,CommunicationServices,Asian,0.0,0,0,0,1,ByOtherMeans,500,1,1,"This application was denied due to Income, YearsEmployed, Employed, Industry, CreditScore, Citizen, Debt, Ethnicity."
1,36.75,0.125,0,0,Energy,White,1.5,0,0,0,1,ByBirth,232,113,1,"This application was approved due to YearsEmployed, Citizen, Ethnicity, PriorDefault."
1,21.25,1.5,1,1,Industrials,White,1.5,0,0,0,0,ByBirth,150,8,1,"This application was denied due to Income, Employed, CreditScore, ZipCode, Debt, PriorDefault."
0,18.08,0.375,0,1,InformationTechnology,Latino,10.0,0,0,0,1,ByOtherMeans,300,0,1,"This application was denied due to Employed, CreditScore, Debt, Citizen, ZipCode, PriorDefault."
0,33.67,0.375,1,1,InformationTechnology,White,0.375,0,0,0,0,ByBirth,300,44,1,"This application was approved due to Citizen, Ethnicity, PriorDefault, Industry, Age."
1,48.58,0.205,0,0,Financials,White,0.25,1,1,11,0,ByBirth,380,2732,1,"This application was approved due to Income, Employed, CreditScore, Citizen, Ethnicity, PriorDefault, ZipCode."
1,33.67,1.25,1,1,Industrials,White,1.165,0,0,0,0,ByBirth,120,0,0,"This application was denied due to Employed, CreditScore, Debt, ZipCode, Age, PriorDefault."
0,29.5,1.085,0,0,Utilities,White,1.0,0,0,0,0,ByBirth,280,13,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Debt, PriorDefault, Age."
1,30.17,1.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,170,179,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Debt, Industry, Age."
1,40.83,3.5,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,0,ByOtherMeans,1160,0,0,"This application was denied due to Employed, YearsEmployed, Citizen, CreditScore, Industry, Ethnicity, Age, ZipCode, PriorDefault."
1,34.83,2.5,0,0,Industrials,White,3.0,0,0,0,0,ByOtherMeans,200,0,0,"This application was denied due to Employed, ZipCode, Citizen, CreditScore, Debt, Age."
1,28.46,4.0,0,0,ConsumerDiscretionary,White,0.085,0,0,0,1,ByBirth,411,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Industry, ZipCode."
1,20.42,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Citizen, Debt, Industry, PriorDefault, Age."
0,33.25,2.5,0,0,Energy,White,2.5,0,0,0,1,ByBirth,0,2,0,"This application was denied due to Income, Employed, CreditScore, Debt, Industry, Age."
1,34.08,2.5,1,1,Energy,White,1.0,0,0,0,0,ByBirth,460,16,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Industry, Debt, Age, ZipCode, PriorDefault."
0,25.25,12.5,1,1,Real Estate,White,1.0,0,0,0,1,ByBirth,180,1062,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, PriorDefault."
1,34.75,2.5,1,1,InformationTechnology,Asian,0.5,0,0,0,0,ByBirth,348,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Ethnicity, Debt, Industry, Age, PriorDefault."
1,27.67,0.75,1,1,Materials,Black,0.165,0,0,0,1,ByBirth,220,251,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Debt, Ethnicity."
1,47.33,6.5,1,1,Energy,White,1.0,0,0,0,1,ByBirth,0,228,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Age, Industry."
0,34.83,1.25,0,0,ConsumerDiscretionary,Black,0.5,0,0,0,1,ByBirth,160,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, ZipCode, Industry, Ethnicity, Age, Debt, PriorDefault."
0,33.25,3.0,0,0,ConsumerStaples,White,2.0,0,0,0,0,ByBirth,180,0,0,"This application was denied due to Employed, ZipCode, Industry, CreditScore, Age, PriorDefault."
1,28.0,3.0,1,1,Industrials,White,0.75,0,0,0,1,ByBirth,300,67,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore."
0,39.08,4.0,1,1,Energy,White,3.0,0,0,0,0,ByBirth,480,0,0,"This application was denied due to Employed, CreditScore, Industry, Age, ZipCode."
1,42.75,4.085,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,108,100,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, Industry, CreditScore, Age."
1,26.92,2.25,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,1,ByBirth,640,4000,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, Ethnicity, Debt, ZipCode."
1,33.75,2.75,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByBirth,180,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Industry, Debt, Ethnicity, PriorDefault."
1,38.92,1.75,1,1,Financials,White,0.5,0,0,0,1,ByBirth,300,2,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Industry, Debt, Age."
1,62.75,7.0,1,1,Education,Other,0.0,0,0,0,0,ByBirth,0,12,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Industry."
1,32.25,1.5,1,1,Energy,White,0.25,0,0,0,1,ByBirth,372,122,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Debt, Industry, PriorDefault, ZipCode."
1,26.75,4.5,0,0,Energy,Asian,2.5,0,0,0,0,ByBirth,200,1210,0,"This application was denied due to Employed, ZipCode, CreditScore, Industry, Ethnicity."
1,63.33,0.54,1,1,Energy,White,0.585,1,1,3,1,ByBirth,180,0,0,"This application was denied due to YearsEmployed, ZipCode, Debt, CreditScore, Industry, Age."
1,27.83,1.5,1,1,Industrials,White,2.25,0,1,1,1,ByBirth,100,3,0,"This application was denied due to Income, ZipCode, CreditScore, Debt, PriorDefault."
0,26.17,2.0,1,1,Research,Other,0.0,0,0,0,1,ByBirth,276,1,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Debt, ZipCode, PriorDefault."
1,22.17,0.585,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,100,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt."
1,22.5,11.5,0,0,CommunicationServices,White,1.5,0,0,0,1,ByBirth,0,4000,0,"This application was denied due to Employed, Industry, CreditScore, PriorDefault, Age."
1,30.75,1.585,1,1,Real Estate,White,0.585,0,0,0,1,ByOtherMeans,0,0,0,"This application was denied due to Employed, YearsEmployed, Citizen, CreditScore, Age, Debt."
1,36.67,2.0,1,1,ConsumerDiscretionary,White,0.25,0,0,0,1,ByBirth,221,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Industry, Debt, Age, PriorDefault."
0,16.0,0.165,1,1,ConsumerStaples,White,1.0,0,1,2,1,ByBirth,320,1,0,"This application was denied due to Income, YearsEmployed, Debt, Industry, CreditScore, ZipCode, Age."
1,41.17,1.335,1,1,Real Estate,White,0.165,0,0,0,0,ByBirth,168,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, Age, PriorDefault."
0,19.5,0.165,1,1,Materials,White,0.04,0,0,0,1,ByBirth,380,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, ZipCode, PriorDefault."
1,32.42,3.0,1,1,Real Estate,White,0.165,0,0,0,1,ByBirth,120,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Age, PriorDefault."
0,36.75,4.71,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,160,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, PriorDefault."
0,30.25,5.5,1,1,Financials,White,5.5,0,0,0,1,ByOtherMeans,100,0,0,"This application was denied due to Employed, CreditScore, Citizen, ZipCode, Industry, Age."
1,23.08,2.5,1,1,Healthcare,Latino,0.085,0,0,0,1,ByBirth,100,4208,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Debt, Industry."
1,26.83,0.54,1,1,Financials,Latino,0.0,0,0,0,0,ByBirth,100,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Debt, Industry."
1,16.92,0.335,0,0,Financials,White,0.29,0,0,0,0,ByOtherMeans,200,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Debt, Citizen, Industry, PriorDefault."
1,24.42,2.0,1,1,Education,Other,0.165,0,1,2,0,ByBirth,320,1300,0,"This application was denied due to YearsEmployed, Industry, CreditScore, Debt, PriorDefault."
1,42.83,1.25,1,1,CommunicationServices,White,13.875,0,1,1,1,ByBirth,352,112,0,"This application was denied due to Income, Industry, CreditScore, Age, Debt."
0,22.75,6.165,1,1,ConsumerStaples,White,0.165,0,0,0,0,ByBirth,220,1000,0,"This application was denied due to YearsEmployed, Employed, ZipCode, Industry, CreditScore, PriorDefault."
1,39.42,1.71,0,0,CommunicationServices,White,0.165,0,0,0,0,ByOtherMeans,400,0,0,"This application was denied due to YearsEmployed, Employed, Industry, CreditScore, Citizen, Debt, Age, PriorDefault, ZipCode."
0,23.58,11.5,0,0,Financials,Black,3.0,0,0,0,1,ByBirth,20,16,0,"This application was denied due to Income, Employed, CreditScore, Ethnicity, Industry."
1,21.42,0.75,0,0,Transport,Other,0.75,0,0,0,1,ByBirth,132,2,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, ZipCode, Debt."
1,33.0,2.5,0,0,Industrials,White,7.0,0,0,0,1,ByBirth,280,0,0,"This application was denied due to Employed, CreditScore, Debt, PriorDefault, Age, ZipCode."
1,26.33,13.0,1,1,Education,Other,0.0,0,0,0,1,ByBirth,140,1110,0,"This application was denied due to YearsEmployed, Employed, Industry, CreditScore, ZipCode, PriorDefault."
0,45.0,4.585,1,1,Financials,Black,1.0,0,0,0,1,ByOtherMeans,240,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Citizen, Ethnicity, Age, Industry, PriorDefault."
1,26.25,1.54,1,1,Industrials,White,0.125,0,0,0,0,ByBirth,100,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Debt, PriorDefault."
1,28.17,0.585,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,260,1004,0,"This application was denied due to YearsEmployed, Employed, Industry, ZipCode, CreditScore, Debt, PriorDefault."
0,20.83,0.5,0,0,Education,Other,1.0,0,0,0,0,ByBirth,260,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, Industry, CreditScore, Debt, PriorDefault."
1,28.67,14.5,1,1,Real Estate,White,0.125,0,0,0,0,ByBirth,0,286,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Age."
1,20.67,0.835,0,0,Energy,White,2.0,0,0,0,1,ByOtherMeans,240,0,0,"This application was denied due to Employed, ZipCode, CreditScore, Citizen, Debt, Industry, Age, PriorDefault."
1,34.42,1.335,1,1,ConsumerDiscretionary,Asian,0.125,0,0,0,1,ByBirth,440,4500,0,"This application was denied due to YearsEmployed, Employed, Industry, CreditScore, Ethnicity, Debt, Age, PriorDefault."
1,33.58,0.25,1,1,ConsumerDiscretionary,Asian,4.0,0,0,0,1,ByOtherMeans,420,0,0,"This application was denied due to Employed, Industry, Debt, Citizen, CreditScore, Ethnicity, ZipCode, Age."
1,43.17,5.0,1,1,ConsumerDiscretionary,Asian,2.25,0,0,0,1,ByBirth,141,0,0,"This application was denied due to Employed, Industry, CreditScore, ZipCode, Ethnicity, Age."
0,22.67,7.0,1,1,Energy,White,0.165,0,0,0,0,ByBirth,160,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Industry, PriorDefault."
0,24.33,2.5,0,0,ConsumerDiscretionary,Asian,4.5,0,0,0,0,ByBirth,200,456,0,"This application was denied due to Employed, ZipCode, Industry, CreditScore, Ethnicity, Debt."
0,56.83,4.25,0,0,Healthcare,Latino,5.0,0,0,0,1,ByBirth,0,4,0,"This application was denied due to Income, Employed, CreditScore, Age, PriorDefault."
1,22.08,11.46,1,1,Financials,White,1.585,0,0,0,1,ByBirth,100,1212,0,"This application was denied due to Employed, CreditScore, ZipCode, Industry."
1,34.0,5.5,0,0,Energy,White,1.5,0,0,0,1,ByBirth,60,0,0,"This application was denied due to Employed, CreditScore, Age, Industry, PriorDefault."
1,22.58,1.5,0,0,ConsumerStaples,White,0.54,0,0,0,1,ByBirth,120,67,0,"This application was denied due to Income, Employed, YearsEmployed, Industry, CreditScore, ZipCode, Debt, PriorDefault."
1,21.17,0.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,0,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Citizen, Debt, Industry, Age, PriorDefault."
1,26.67,14.585,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,1,ByBirth,178,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Industry, Ethnicity, PriorDefault."
1,22.92,0.17,1,1,CommunicationServices,White,0.085,0,0,0,0,ByOtherMeans,0,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Industry, Debt, Citizen, PriorDefault."
1,15.17,7.0,1,1,Education,White,1.0,0,0,0,0,ByBirth,600,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Industry, ZipCode."
1,39.92,5.0,1,1,ConsumerDiscretionary,Asian,0.21,0,0,0,0,ByBirth,550,0,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, Ethnicity, PriorDefault, Age, ZipCode."
1,27.42,12.5,1,1,ConsumerStaples,Asian,0.25,0,0,0,1,ByBirth,720,0,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, Ethnicity, PriorDefault, ZipCode."
1,24.75,0.54,1,1,CommunicationServices,White,1.0,0,0,0,1,ByBirth,120,1,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Industry, Debt, ZipCode, PriorDefault."
1,41.17,1.25,0,0,Industrials,White,0.25,0,0,0,0,ByBirth,0,195,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Age, Debt."
0,33.08,1.625,1,1,Real Estate,White,0.54,0,0,0,1,ByBirth,0,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Debt, Age, PriorDefault."
1,29.83,2.04,0,0,Utilities,Black,0.04,0,0,0,0,ByBirth,128,1,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, ZipCode, Debt, Age, Ethnicity, PriorDefault."
0,23.58,0.585,0,0,Healthcare,Latino,0.125,0,0,0,0,ByBirth,120,87,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, Debt, CreditScore."
1,26.17,12.5,0,0,Financials,Black,1.25,0,0,0,1,ByBirth,0,17,0,"This application was denied due to Income, Employed, CreditScore, Ethnicity, Industry, PriorDefault."
1,31.0,2.085,1,1,Energy,White,0.085,0,0,0,0,ByBirth,300,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, ZipCode, Industry, Age, PriorDefault."
1,20.75,5.085,0,0,Research,White,0.29,0,0,0,0,ByBirth,140,184,0,"This application was denied due to Income, Employed, YearsEmployed, ZipCode, CreditScore, PriorDefault, Age."
1,28.92,0.375,1,1,Energy,White,0.29,0,0,0,0,ByBirth,220,140,0,"This application was denied due to Income, Employed, YearsEmployed, ZipCode, CreditScore, Debt, Industry, Age, PriorDefault."
0,51.92,6.5,1,1,ConsumerDiscretionary,Asian,3.085,0,0,0,1,ByBirth,73,0,0,"This application was denied due to Employed, Industry, CreditScore, ZipCode, Ethnicity, Age."
0,22.67,0.335,1,1,Materials,White,0.75,0,0,0,0,ByOtherMeans,160,0,0,"This application was denied due to Employed, YearsEmployed, Citizen, Debt, CreditScore, ZipCode."
1,34.0,5.085,0,0,ConsumerDiscretionary,Asian,1.085,0,0,0,1,ByBirth,480,0,0,"This application was denied due to Employed, CreditScore, Industry, Age, Ethnicity, PriorDefault, ZipCode."
0,69.5,6.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByOtherMeans,0,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Citizen, Age, Industry."
0,40.33,8.125,0,0,Financials,White,0.165,0,1,2,0,ByBirth,0,18,0,"This application was denied due to Income, YearsEmployed, CreditScore, Industry, Age, PriorDefault."
0,19.58,0.665,0,0,Energy,White,1.0,0,1,1,0,ByBirth,2000,2,0,"This application was denied due to Income, YearsEmployed, Debt, CreditScore, Industry."
1,16.0,3.125,1,1,Industrials,White,0.085,0,1,1,0,ByBirth,0,6,0,"This application was denied due to Income, YearsEmployed, CreditScore, PriorDefault."
1,17.08,0.25,1,1,Materials,White,0.335,0,1,4,0,ByBirth,160,8,0,"This application was denied due to Income, YearsEmployed, Debt, ZipCode, Age."
1,31.25,2.835,1,1,Healthcare,Latino,0.0,0,1,5,0,ByBirth,176,146,0,"This application was denied due to Income, YearsEmployed, ZipCode, Age, PriorDefault."
1,25.17,3.0,1,1,Energy,White,1.25,0,1,1,0,ByBirth,0,22,0,"This application was denied due to Income, CreditScore, Industry, PriorDefault."
0,22.67,0.79,1,1,ConsumerDiscretionary,White,0.085,0,0,0,0,ByBirth,144,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Industry, Debt, Age."
1,40.58,1.5,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByOtherMeans,300,0,0,"This application was denied due to YearsEmployed, Employed, Industry, Citizen, CreditScore, Ethnicity, Age, Debt, PriorDefault."
1,22.25,0.46,1,1,Financials,White,0.125,0,0,0,1,ByBirth,280,55,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Debt, Industry, PriorDefault."
0,22.25,1.25,0,0,Healthcare,Latino,3.25,0,0,0,0,ByBirth,280,0,0,"This application was denied due to Employed, CreditScore, Debt, PriorDefault."
1,22.5,0.125,0,0,Financials,White,0.125,0,0,0,0,ByBirth,200,70,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Debt, Industry."
1,23.58,1.79,1,1,Energy,White,0.54,0,0,0,1,ByBirth,136,1,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Industry, ZipCode, Debt, PriorDefault."
1,38.42,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,225,500,0,"This application was denied due to YearsEmployed, ZipCode, Debt, CreditScore, Industry, Age."
0,26.58,2.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,60,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Debt, PriorDefault."
1,35.0,2.5,1,1,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,210,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, Industry, CreditScore, Age, Debt."
1,20.42,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,108,7,0,"This application was denied due to Income, Employed, ZipCode, CreditScore, Debt, PriorDefault."
1,29.42,1.25,1,1,Industrials,White,1.75,0,0,0,0,ByBirth,200,0,0,"This application was denied due to Employed, ZipCode, CreditScore, Age, Debt."
1,26.17,0.835,1,1,InformationTechnology,White,1.165,0,0,0,0,ByBirth,100,0,0,"This application was denied due to Employed, CreditScore, Debt, ZipCode."
1,33.67,2.165,1,1,Energy,White,1.5,0,0,0,0,Temporary,120,0,0,"This application was denied due to Employed, CreditScore, Citizen, ZipCode, Industry, Debt, Age, PriorDefault."
1,24.58,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,110,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, ZipCode, Debt, Industry."
0,27.67,2.04,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,180,50,0,"This application was denied due to Income, Employed, YearsEmployed, ZipCode, CreditScore, Debt, Industry."
1,37.5,0.835,1,1,Education,White,0.04,0,0,0,0,ByBirth,120,5,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, Industry, CreditScore, Debt, Age."
1,49.17,2.29,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,200,3,0,"This application was denied due to Income, Employed, YearsEmployed, ZipCode, CreditScore, Debt, Age, Industry."
1,33.58,0.335,0,0,InformationTechnology,White,0.085,0,0,0,0,ByBirth,180,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, Debt, CreditScore, PriorDefault, Age."
1,51.83,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4,0,"This application was denied due to Income, Employed, ZipCode, CreditScore, Age."
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Industry, PriorDefault, Age."
1,21.83,1.54,1,1,Financials,White,0.085,0,0,0,1,ByBirth,356,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Industry, Debt, ZipCode."
1,25.25,1.0,1,1,ConsumerStaples,White,0.5,0,0,0,0,ByBirth,200,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, CreditScore, Industry, Debt."
1,58.58,2.71,1,1,Energy,White,2.415,0,0,0,1,ByBirth,320,0,0,"This application was denied due to Employed, CreditScore, Debt, Industry, Age, ZipCode, PriorDefault."
1,19.0,0.0,0,0,Healthcare,Latino,0.0,0,1,4,0,ByBirth,45,1,0,"This application was denied due to Income, YearsEmployed, Debt, PriorDefault, Age."
1,19.58,0.585,1,1,Healthcare,Latino,0.0,0,1,3,0,ByBirth,350,769,0,"This application was denied due to YearsEmployed, Debt, CreditScore, PriorDefault, ZipCode, Age."
0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0,"This application was denied due to Income, YearsEmployed, Employed, Citizen, CreditScore, ZipCode, Debt, Age."
0,27.17,1.25,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,92,300,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, CreditScore, PriorDefault."
1,25.92,0.875,1,1,Financials,White,0.375,0,1,2,1,ByBirth,174,3,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, CreditScore, Industry."
1,23.08,0.0,1,1,Financials,White,1.0,0,1,11,0,ByOtherMeans,0,0,0,"This application was denied due to YearsEmployed, Debt, Citizen, Industry, PriorDefault."
1,39.58,5.0,1,1,Healthcare,Latino,0.0,0,1,2,0,ByBirth,17,1,0,"This application was denied due to Income, YearsEmployed, CreditScore, Age."
1,30.58,2.71,0,0,CommunicationServices,White,0.125,0,0,0,1,ByOtherMeans,80,0,0,"This application was denied due to YearsEmployed, Employed, Citizen, CreditScore, Industry, ZipCode, Age, Debt."
1,17.25,3.0,1,1,Financials,White,0.04,0,0,0,1,ByBirth,160,40,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Industry."
0,17.67,0.0,0,0,Research,Latino,0.0,0,0,0,0,ByBirth,86,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, ZipCode."
0,28.46,11.25,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,5200,0,"This application was denied due to YearsEmployed, Employed, CreditScore, PriorDefault."
1,16.5,0.125,1,1,Energy,White,0.165,0,0,0,0,ByBirth,132,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Industry, Debt, PriorDefault."
0,27.33,1.665,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,340,1,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, Debt, PriorDefault."
1,31.25,1.125,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,96,19,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, Debt, Age, PriorDefault."
1,20.0,7.0,1,1,Energy,White,0.5,0,0,0,0,ByBirth,0,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Industry, Age."
1,28.46,3.0,0,0,ConsumerDiscretionary,Asian,7.0,0,0,0,0,ByBirth,0,1,0,"This application was denied due to Income, Employed, Industry, CreditScore, Ethnicity."
1,39.5,1.625,1,1,Energy,White,1.5,0,0,0,0,ByBirth,0,316,0,"This application was denied due to Income, Employed, CreditScore, Industry, Debt, Age, PriorDefault."
1,36.5,4.25,1,1,Materials,White,3.5,0,0,0,0,ByBirth,454,50,0,"This application was denied due to Income, Employed, CreditScore, Age, PriorDefault."
1,29.75,0.665,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,300,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Debt, Age, PriorDefault."
1,52.42,1.5,1,1,Real Estate,White,3.75,0,0,0,1,ByBirth,0,350,0,"This application was denied due to Income, Employed, CreditScore, Debt, Age."
1,36.17,18.125,1,1,Industrials,White,0.085,0,0,0,0,ByBirth,320,3552,0,"This application was denied due to YearsEmployed, Employed, CreditScore, PriorDefault, ZipCode, Age."
1,34.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0,"This application was approved due to Income, ZipCode, Ethnicity, PriorDefault."
1,29.67,0.75,0,0,Energy,White,0.04,0,0,0,0,ByBirth,240,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, Industry, Age."
1,36.17,5.5,1,1,ConsumerDiscretionary,Asian,5.0,0,0,0,0,ByBirth,210,687,0,"This application was denied due to Employed, ZipCode, Industry, CreditScore, Age, Ethnicity, PriorDefault."
1,25.67,0.29,0,0,Energy,White,1.5,0,0,0,1,ByBirth,160,0,0,"This application was denied due to Employed, CreditScore, ZipCode, Debt, Industry."
0,24.5,2.415,0,0,Energy,White,0.0,0,0,0,0,ByBirth,120,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Industry, Debt."
1,24.08,0.875,1,1,CommunicationServices,White,0.085,0,1,4,0,ByBirth,254,1950,0,"This application was denied due to YearsEmployed, ZipCode, Industry, Debt, PriorDefault."
